hdl:1902.1/00555	development of achievement motivation
hdl:1902.1/12680	postsecondary affordability
hdl:1902.1/12680	financial aid
hdl:1902.1/12680	postsecondary finance
hdl:1902.1/12680	postsecondary faculty
hdl:1902.1/12680	affirmative action
hdl:1902.1/12680	equity
hdl:1902.1/12680	postsecondary dual enrollment education
hdl:1902.1/12680	junior colleges
hdl:1902.1/12680	community colleges
hdl:1902.1/12680	college preparation
hdl:1902.1/12680	postsecondary campus safety
hdl:1902.1/12680	adult education
hdl:1902.1/12680	postsecondary enrollment
hdl:1902.1/12680	postsecondary admissions
hdl:1902.1/12680	postsecondary education
hdl:1902.1/12680	pledge of allegiance
hdl:1902.1/12680	patriotism
hdl:1902.1/12680	parental involvement in education
hdl:1902.1/12680	nclb
hdl:1902.1/12680	no child left behind act
hdl:1902.1/12680	middle school
hdl:1902.1/12680	kindergarten
hdl:1902.1/12680	school safety
hdl:1902.1/12680	leadership
hdl:1902.1/13571	aids
hdl:1902.1/13571	acquired immune deficiency syndrome
hdl:1902.1/13571	nutrition
hdl:1902.1/13571	healthy eating
hdl:1902.1/13571	child
hdl:1902.1/13571	women
hdl:1902.1/13571	special education students
hdl:1902.1/13571	parents
hdl:1902.1/13571	family
hdl:1902.1/13571	community
hdl:1902.1/13571	children
hdl:1902.1/13571	social workers
hdl:1902.1/13571	asthma
hdl:1902.1/13571	school counselors
hdl:1902.1/13571	school nurses
hdl:1902.1/13571	middle school
hdl:1902.1/13571	high school
hdl:1902.1/13571	elementary school
hdl:1902.1/13571	public health workers
hdl:1902.1/13571	high risk youth
hdl:1902.1/13571	physical activity
hdl:1902.1/13571	sexual orientation
hdl:1902.1/13571	gender identity
hdl:1902.1/13571	skin cancer
hdl:1902.1/13571	sun safety
hdl:1902.1/13571	teen pregnancy
hdl:1902.1/13571	tobacco use
hdl:1902.1/13571	students
hdl:1902.1/13571	african american
hdl:1902.1/13571	hispanic
hdl:1902.1/13571	latino
hdl:1902.1/13571	daycare
hdl:1902.1/13571	foster care
hdl:1902.1/13571	preschool
hdl:1902.1/13571	teachers
hdl:1902.1/13571	school health programs
hdl:1902.1/13571	food safety
hdl:1902.1/13571	food allergies
hdl:1902.1/13571	sexually transmitted diseases
hdl:1902.1/13571	stds
hdl:1902.1/13571	sexually transmitted infections
hdl:1902.1/13571	stis
hdl:1902.1/13571	hiv
hdl:1902.1/13571	human immunodeficiency virus
hdl:1902.1/14462	party composition
hdl:1902.1/14499	party composition
hdl:1902.1/14868	colombia
hdl:1902.1/15191	defendant's report
hdl:1902.1/15803	toxic dumping
hdl:1902.1/15803	pollution compliance
hdl:1902.1/15803	united states environmental protection agency
hdl:1902.1/15803	epa
hdl:1902.1/15803	environment
hdl:1902.1/15803	environmental health
hdl:1902.1/15803	environmental toxins
hdl:1902.1/15803	environmental exposures
hdl:1902.1/15803	air pollution
hdl:1902.1/15803	air toxins
hdl:1902.1/15803	water pollution
hdl:1902.1/15803	water toxins
hdl:1902.1/15803	pollution
hdl:1902.1/15803	land waste
hdl:1902.1/15803	chemical waste
hdl:1902.1/15803	toxic waste
hdl:1902.1/15803	toxic exposures
hdl:1902.1/15803	toxins
hdl:1902.1/15803	radiation
hdl:1902.1/15803	radiation exposure
hdl:1902.1/15803	facility
hdl:1902.1/15803	pollute
hdl:1902.1/15803	air emission
hdl:1902.1/15803	superfund status
hdl:1902.1/15803	hazardous waste handling
hdl:1902.1/15803	hazardous waste
hdl:1902.1/15803	water discharge
hdl:1902.1/15803	water
hdl:1902.1/15803	chemical release
hdl:1902.1/15803	toxic chemical release
hdl:1902.1/15803	toxic chemicals
hdl:1902.1/15803	environment
hdl:1902.1/15803	epa compliance
hdl:1902.1/16325	natural disaster
hdl:1902.1/16325	hurricanes
hdl:1902.1/16325	preparedness
hdl:1902.1/17054	united states courts of appeals
hdl:1902.1/17054	asylum adjudication
hdl:1902.1/17054	immigration
hdl:1902.1/17298	liability insurance claims
hdl:1902.1/17298	texas
hdl:1902.1/17298	torts
hdl:1902.1/17586	census
hdl:1902.1/17586	population
hdl:1902.1/17586	public
hdl:1902.1/17586	economy
hdl:1902.1/17586	statistics
hdl:1902.1/17586	environment
hdl:1902.1/17586	idaho
hdl:1902.1/17748	hormonal treatment
hdl:1902.1/17748	dacryodes crassiflora
hdl:1902.1/17748	substrate
hdl:1902.1/17748	cutting length
hdl:1902.1/17793	substrate
hdl:1902.1/17793	theobroma cacao
hdl:1902.1/17793	blocks
hdl:1902.1/17955	bangladesh
hdl:1902.1/17955	social accounting matrix (sam)
hdl:1902.1/18071	miel
hdl:1902.1/18071	chaîne de valeurs
hdl:1902.1/18071	bas-congo et kinshasa.
hdl:1902.1/18071	produits agroforestiers
hdl:1902.1/18071	rentabilité
hdl:1902.1/18314	party composition
hdl:1902.1/19863	landsat
hdl:1902.1/19863	vegetation
hdl:1902.1/20041	borders
hdl:1902.1/20041	frontier
hdl:1902.1/20203	agroindustrial
hdl:1902.1/20203	structure
hdl:1902.1/21707	risk aversion
hdl:1902.1/21707	preference
hdl:1902.1/21707	indonesia
hdl:1902.1/21707	microeconometrics
hdl:1902.1/00891	adoption
hdl:1902.1/10610	environment
hdl:1902.1/10610	civic culture
hdl:1902.1/10610	social capital
hdl:1902.1/10610	gender discrimination
hdl:1902.1/10610	democracy
hdl:1902.1/10610	economics
hdl:1902.1/10610	international trade
hdl:1902.1/10610	civic participation
hdl:1902.1/10610	political institutions
hdl:1902.1/10610	gender
hdl:1902.1/10610	integration
hdl:1902.1/10610	politics
hdl:1902.1/10647	motif discovery
hdl:1902.1/10647	cis-regulatory module
hdl:1902.1/10647	dynamic programming
hdl:1902.1/10647	markov chain monte carlo
hdl:1902.1/10647	coupled hidden markov model
hdl:1902.1/10647	comparative genomics
hdl:1902.1/10980	shopping
hdl:1902.1/10980	property repairs
hdl:1902.1/10980	automobile ownership
hdl:1902.1/10980	home ownership
hdl:1902.1/10980	womens movement
hdl:1902.1/10980	consumer purchases
hdl:1902.1/10980	durable goods
hdl:1902.1/10980	radios
hdl:1902.1/10980	public opinion
hdl:1902.1/10980	furniture
hdl:1902.1/10980	education
hdl:1902.1/10980	consumer behavior
hdl:1902.1/10980	attitudes
hdl:1902.1/10980	perceptions
hdl:1902.1/10980	television viewing
hdl:1902.1/10980	banking
hdl:1902.1/10980	personal income
hdl:1902.1/10980	products
hdl:1902.1/10980	restaurants
hdl:1902.1/10980	political ideologies
hdl:1902.1/10980	occupation
hdl:1902.1/10980	health insurance
hdl:1902.1/10980	marketing
hdl:1902.1/10980	media use
hdl:1902.1/10980	biographical data
hdl:1902.1/10980	trust
hdl:1902.1/10980	medical care
hdl:1902.1/10980	psychographics
hdl:1902.1/10980	leisure
hdl:1902.1/10980	news media
hdl:1902.1/10980	research
hdl:1902.1/10980	social attitudes
hdl:1902.1/10980	social values
hdl:1902.1/10980	consumer attitudes
hdl:1902.1/10980	food
hdl:1902.1/10980	newspapers
hdl:1902.1/11006	property repairs
hdl:1902.1/11006	newspapers
hdl:1902.1/11006	food
hdl:1902.1/11006	consumer attitudes
hdl:1902.1/11006	social values
hdl:1902.1/11006	social attitudes
hdl:1902.1/11006	research
hdl:1902.1/11006	news media
hdl:1902.1/11006	leisure
hdl:1902.1/11006	psychographics
hdl:1902.1/11006	medical care
hdl:1902.1/11006	trust
hdl:1902.1/11006	biographical data
hdl:1902.1/11006	media use
hdl:1902.1/11006	marketing
hdl:1902.1/11006	health insurance
hdl:1902.1/11006	occupation
hdl:1902.1/11006	political ideologies
hdl:1902.1/11006	restaurants
hdl:1902.1/11006	products
hdl:1902.1/11006	personal income
hdl:1902.1/11006	banking
hdl:1902.1/11006	television viewing
hdl:1902.1/11006	perceptions
hdl:1902.1/11006	attitudes
hdl:1902.1/11006	consumer behavior
hdl:1902.1/11006	education
hdl:1902.1/11006	furniture
hdl:1902.1/11006	public opinion
hdl:1902.1/11006	radios
hdl:1902.1/11006	durable goods
hdl:1902.1/11006	consumer purchases
hdl:1902.1/11006	womens movement
hdl:1902.1/11006	home ownership
hdl:1902.1/11006	automobile ownership
hdl:1902.1/11006	shopping
hdl:1902.1/11619	block group
hdl:1902.1/11619	census
hdl:1902.1/11619	san diego
hdl:1902.1/11619	california
hdl:1902.1/13572	school meals programs
hdl:1902.1/13572	school food environment
hdl:1902.1/13572	physical activity
hdl:1902.1/13572	safety
hdl:1902.1/13572	drug-free schools
hdl:1902.1/13572	bullying
hdl:1902.1/13572	bully
hdl:1902.1/13572	harassment
hdl:1902.1/13572	crisis management
hdl:1902.1/13572	emergency response
hdl:1902.1/13572	tobacco use
hdl:1902.1/13572	air quality
hdl:1902.1/13572	pesticide use
hdl:1902.1/13572	playground safety
hdl:1902.1/13572	facility safety
hdl:1902.1/13572	health screening
hdl:1902.1/13572	administration of medications
hdl:1902.1/13572	mental health services
hdl:1902.1/13572	immunization
hdl:1902.1/13572	std education
hdl:1902.1/13572	sti education
hdl:1902.1/13572	pregnancy prevention education
hdl:1902.1/13572	nutrition education
hdl:1902.1/13572	alcohol use education
hdl:1902.1/13572	hiv education
hdl:1902.1/13572	emotional health education
hdl:1902.1/13572	social health education
hdl:1902.1/13572	mental health education
hdl:1902.1/13572	asthma awareness education
hdl:1902.1/13572	physical education
hdl:1902.1/13572	health education
hdl:1902.1/13572	parenting students
hdl:1902.1/13572	pregnant students
hdl:1902.1/13572	vaccination
hdl:1902.1/13572	tobacco use education
hdl:1902.1/13572	drug use education
hdl:1902.1/13572	injury prevention education
hdl:1902.1/13572	violence prevention education
hdl:1902.1/13572	hazing
hdl:1902.1/13572	centers for disease control and prevention
hdl:1902.1/13572	wellness policies
hdl:1902.1/13608	political economy
hdl:1902.1/13608	firm financing
hdl:1902.1/13608	regulation
hdl:1902.1/14300	foreign aid
hdl:1902.1/14300	human rights
hdl:1902.1/14300	substitution
hdl:1902.1/14625	influence
hdl:1902.1/14625	dyad
hdl:1902.1/14625	similarity
hdl:1902.1/14625	political action
hdl:1902.1/14670	party composition
hdl:1902.1/14706	party composition
hdl:1902.1/14751	party composition
hdl:1902.1/14788	party composition
hdl:1902.1/14869	mexico
hdl:1902.1/15192	defendant's report
hdl:1902.1/15679	public health budget
hdl:1902.1/15679	astho
hdl:1902.1/15679	association for state and territorial health offices
hdl:1902.1/15679	health disparities
hdl:1902.1/15679	minority health programs
hdl:1902.1/15679	public health employees
hdl:1902.1/15679	public health office
hdl:1902.1/15679	ethnic health disparities
hdl:1902.1/15679	racial health disparities
hdl:1902.1/15679	public health program cuts
hdl:1902.1/15679	public health programs
hdl:1902.1/15679	budget
hdl:1902.1/15679	budget cuts
hdl:1902.1/16038	party composition
hdl:1902.1/17055	board of immigration appeals
hdl:1902.1/17055	department of justice
hdl:1902.1/17055	immigration
hdl:1902.1/17055	asylum adjudication
hdl:1902.1/17299	liability insurance claims
hdl:1902.1/17299	torts
hdl:1902.1/17299	texas
hdl:1902.1/17587	idaho
hdl:1902.1/17587	environment
hdl:1902.1/17587	census
hdl:1902.1/17587	population
hdl:1902.1/17587	public
hdl:1902.1/17587	economy
hdl:1902.1/17587	statistics
hdl:1902.1/17749	social accounting matrix (sam)
hdl:1902.1/17749	indonesia
hdl:1902.1/17794	fruit parameters
hdl:1902.1/17794	local government
hdl:1902.1/17794	chrysophyllum albidum
hdl:1902.1/18478	scaled unit information prior
hdl:1902.1/18478	variable selection
hdl:1902.1/18478	bayes factor
hdl:1902.1/18478	empirical bayes
hdl:1902.1/18478	information criterion
hdl:1902.1/18478	laplace approximation
hdl:1902.1/18478	model selection
hdl:1902.1/18603	smooth transition regression models
hdl:1902.1/18603	euro area
hdl:1902.1/18603	inflation
hdl:1902.1/18603	exchange rate pass-through
hdl:1902.1/18766	spad reduction
hdl:1902.1/18766	yield reduction
hdl:1902.1/18766	diversity
hdl:1902.1/18766	rymv
hdl:1902.1/18766	pathotypes
hdl:1902.1/18766	genotype
hdl:1902.1/19864	spot
hdl:1902.1/19864	vegetation cover
hdl:1902.1/20042	hydrographic
hdl:1902.1/20123	boundaries
hdl:1902.1/20204	energy
hdl:1902.1/20204	structure
hdl:1902.1/9V3WM	contraceptives
hdl:1902.1/9V3WM	iud
hdl:1902.1/9V3WM	family planning
hdl:1902.1/9V3WM	reproductive health
hdl:1902.1/01990	voting precints
hdl:1902.1/01990	voting behavior
hdl:1902.1/01990	voter turnout
hdl:1902.1/01990	voter registration
hdl:1902.1/01990	state elections
hdl:1902.1/01990	redistrcting
hdl:1902.1/01990	national elections
hdl:1902.1/01990	local elections
hdl:1902.1/01990	elections
hdl:1902.1/01990	election returns
hdl:1902.1/01990	election districts
hdl:1902.1/01990	congressional districts
hdl:1902.1/10611	international trade
hdl:1902.1/10611	civic participation
hdl:1902.1/10611	political institutions
hdl:1902.1/10611	gender
hdl:1902.1/10611	integration
hdl:1902.1/10611	politics
hdl:1902.1/10611	environment
hdl:1902.1/10611	civic culture
hdl:1902.1/10611	social capital
hdl:1902.1/10611	gender discrimination
hdl:1902.1/10611	democracy
hdl:1902.1/10611	economics
hdl:1902.1/10648	graphical models
hdl:1902.1/10648	bayesian models
hdl:1902.1/10648	slam
hdl:1902.1/10648	particle filtering
hdl:1902.1/10648	importance sampling
hdl:1902.1/10648	hidden markov models
hdl:1902.1/10981	property repairs
hdl:1902.1/10981	automobile ownership
hdl:1902.1/10981	home ownership
hdl:1902.1/10981	womens movement
hdl:1902.1/10981	consumer purchases
hdl:1902.1/10981	durable goods
hdl:1902.1/10981	radios
hdl:1902.1/10981	public opinion
hdl:1902.1/10981	furniture
hdl:1902.1/10981	education
hdl:1902.1/10981	consumer behavior
hdl:1902.1/10981	attitudes
hdl:1902.1/10981	perceptions
hdl:1902.1/10981	television viewing
hdl:1902.1/10981	banking
hdl:1902.1/10981	personal income
hdl:1902.1/10981	products
hdl:1902.1/10981	restaurants
hdl:1902.1/10981	political ideologies
hdl:1902.1/10981	occupation
hdl:1902.1/10981	health insurance
hdl:1902.1/10981	marketing
hdl:1902.1/10981	media use
hdl:1902.1/10981	biographical data
hdl:1902.1/10981	trust
hdl:1902.1/10981	medical care
hdl:1902.1/10981	psychographics
hdl:1902.1/10981	leisure
hdl:1902.1/10981	news media
hdl:1902.1/10981	research
hdl:1902.1/10981	social attitudes
hdl:1902.1/10981	social values
hdl:1902.1/10981	consumer attitudes
hdl:1902.1/10981	food
hdl:1902.1/10981	newspapers
hdl:1902.1/10981	shopping
hdl:1902.1/11007	shopping
hdl:1902.1/11007	property repairs
hdl:1902.1/11007	automobile ownership
hdl:1902.1/11007	home ownership
hdl:1902.1/11007	womens movement
hdl:1902.1/11007	consumer purchases
hdl:1902.1/11007	durable goods
hdl:1902.1/11007	radios
hdl:1902.1/11007	public opinion
hdl:1902.1/11007	furniture
hdl:1902.1/11007	education
hdl:1902.1/11007	consumer behavior
hdl:1902.1/11007	attitudes
hdl:1902.1/11007	perceptions
hdl:1902.1/11007	television viewing
hdl:1902.1/11007	banking
hdl:1902.1/11007	personal income
hdl:1902.1/11007	products
hdl:1902.1/11007	restaurants
hdl:1902.1/11007	political ideologies
hdl:1902.1/11007	occupation
hdl:1902.1/11007	health insurance
hdl:1902.1/11007	marketing
hdl:1902.1/11007	media use
hdl:1902.1/11007	biographical data
hdl:1902.1/11007	trust
hdl:1902.1/11007	medical care
hdl:1902.1/11007	psychographics
hdl:1902.1/11007	leisure
hdl:1902.1/11007	news media
hdl:1902.1/11007	research
hdl:1902.1/11007	social attitudes
hdl:1902.1/11007	social values
hdl:1902.1/11007	consumer attitudes
hdl:1902.1/11007	food
hdl:1902.1/11007	newspapers
hdl:1902.1/11953	infrastructure roads railways electricty telephones
hdl:1902.1/12187	phillips relation
hdl:1902.1/12187	dynamic factor models
hdl:1902.1/12187	relative prices
hdl:1902.1/12187	inflation
hdl:1902.1/12312	western europe
hdl:1902.1/12312	extreme right
hdl:1902.1/12312	religiosity
hdl:1902.1/12312	radical right
hdl:1902.1/12600	ptsd
hdl:1902.1/12600	mental health counseling
hdl:1902.1/12600	alcohol problems
hdl:1902.1/12600	drug problems
hdl:1902.1/12600	behavioral problems
hdl:1902.1/12600	medical problems
hdl:1902.1/12600	education problems
hdl:1902.1/12600	pregnancy
hdl:1902.1/12600	developmental problems
hdl:1902.1/12600	individualized education program
hdl:1902.1/12600	iep
hdl:1902.1/12600	school performance
hdl:1902.1/12600	parent well-being
hdl:1902.1/12600	child well-being
hdl:1902.1/12600	mental health
hdl:1902.1/12600	medicaid
hdl:1902.1/12600	child welfare
hdl:1902.1/12600	federal adoption tax credit
hdl:1902.1/12600	post-adoption services
hdl:1902.1/12600	adoption agreement
hdl:1902.1/12600	adoption support group
hdl:1902.1/12600	family counseling
hdl:1902.1/12600	crisis counseling
hdl:1902.1/12600	mentor
hdl:1902.1/12600	academic tutor
hdl:1902.1/12600	child care assistance
hdl:1902.1/12600	adoption subsidy
hdl:1902.1/12600	respite care
hdl:1902.1/12600	adoption education
hdl:1902.1/12600	attachment disorder
hdl:1902.1/12600	centers for disease control and prevention
hdl:1902.1/12600	cdc
hdl:1902.1/12600	slaits
hdl:1902.1/12600	adoption
hdl:1902.1/12600	children
hdl:1902.1/12600	child
hdl:1902.1/12600	special health care needs
hdl:1902.1/12600	international adoption
hdl:1902.1/12600	foster adoption
hdl:1902.1/12600	private adoption
hdl:1902.1/12600	interstate adoption
hdl:1902.1/12600	foster care
hdl:1902.1/12600	foster parent
hdl:1902.1/12600	foster children
hdl:1902.1/12600	racial diversity
hdl:1902.1/12600	cultural diversity
hdl:1902.1/12600	transracial adoption
hdl:1902.1/12600	transcultural adoption
hdl:1902.1/12600	closed adoption
hdl:1902.1/12600	open adoption
hdl:1902.1/12600	birth family contact
hdl:1902.1/12600	physical abuse
hdl:1902.1/12600	sexual abuse
hdl:1902.1/12600	emotional abuse
hdl:1902.1/12600	neglect
hdl:1902.1/12600	post-traumatic stress disorder
hdl:1902.1/12682	environment
hdl:1902.1/12682	water
hdl:1902.1/12682	solar energy
hdl:1902.1/12682	state energy policy
hdl:1902.1/12682	state energy plan
hdl:1902.1/12682	national conference of state legislatures
hdl:1902.1/12682	legislation
hdl:1902.1/12682	bill
hdl:1902.1/12682	alternative energy
hdl:1902.1/12682	renewables
hdl:1902.1/12682	energy
hdl:1902.1/12682	recycling
hdl:1902.1/12682	nuclear waste
hdl:1902.1/12682	nuclear energy
hdl:1902.1/12682	motor vehicle emissions
hdl:1902.1/12682	metal theft
hdl:1902.1/12682	idling
hdl:1902.1/12682	green jobs
hdl:1902.1/12682	diesel
hdl:1902.1/12682	gasoline
hdl:1902.1/12682	fossil energy
hdl:1902.1/12682	environmental justice
hdl:1902.1/12682	energy security
hdl:1902.1/12682	energy efficiency
hdl:1902.1/12682	electric utilities
hdl:1902.1/12682	coal
hdl:1902.1/12682	climate change
hdl:1902.1/12682	hybrid vehicles
hdl:1902.1/12682	alternative fuel
hdl:1902.1/12682	air quality
hdl:1902.1/13041	emission trading
hdl:1902.1/13041	competitiveness
hdl:1902.1/13041	post kyoto
hdl:1902.1/13780	models with panel data
hdl:1902.1/13780	real options
hdl:1902.1/13780	uncertainty
hdl:1902.1/13780	investment
hdl:1902.1/13780	labour (labor)
hdl:1902.1/13780	or financing
hdl:1902.1/13780	investment
hdl:1902.1/13780	intertemporal firm choice and growth
hdl:1902.1/13780	capacity
hdl:1902.1/13780	capital
hdl:1902.1/13780	investment (including inventories)
hdl:1902.1/13780	knowledge
hdl:1902.1/13780	information
hdl:1902.1/13780	and uncertainty
hdl:1902.1/14383	land use
hdl:1902.1/14383	irrigation
hdl:1902.1/14383	land ownership and tenure
hdl:1902.1/14383	land reform
hdl:1902.1/14383	structure
hdl:1902.1/14383	scope
hdl:1902.1/14383	and performance of government
hdl:1902.1/14383	and changes
hdl:1902.1/14383	regional economic activity: growth
hdl:1902.1/14383	development
hdl:1902.1/14383	macroeconomic analyses of economic development
